City,State,Pincode,Map Status
Delhi,Delhi,110000,Lockdown-Essentials Only
Delhi,Delhi,110001,Lockdown-Essentials Only
Delhi,Delhi,110002,Lockdown-Essentials Only
Delhi,Delhi,110003,Lockdown-Essentials Only
Delhi,Delhi,110004,Lockdown-Essentials Only
Delhi,Delhi,110005,Lockdown-Essentials Only
Delhi,Delhi,110006,Lockdown-Essentials Only
Delhi,Delhi,110007,Lockdown-Essentials Only
Delhi,Delhi,110008,Lockdown-Essentials Only
Delhi,Delhi,110009,Lockdown-Essentials Only
Delhi,Delhi,110010,Lockdown-Essentials Only
Delhi,Delhi,110011,Lockdown-Essentials Only
Delhi,Delhi,110012,Lockdown-Essentials Only
Delhi,Delhi,110013,Lockdown-Essentials Only
Delhi,Delhi,110014,Lockdown-Essentials Only
Delhi,Delhi,110015,Lockdown-Essentials Only
Delhi,Delhi,110016,Lockdown-Essentials Only
Delhi,Delhi,110017,Lockdown-Essentials Only
Delhi,Delhi,110018,Lockdown-Essentials Only
Delhi,Delhi,110019,Lockdown-Essentials Only
Delhi,Delhi,110020,Lockdown-Essentials Only
Delhi,Delhi,110021,Lockdown-Essentials Only
Delhi,Delhi,110022,Lockdown-Essentials Only
Delhi,Delhi,110023,Lockdown-Essentials Only
Delhi,Delhi,110024,Lockdown-Essentials Only
Delhi,Delhi,110025,Lockdown-Essentials Only
Delhi,Delhi,110026,Lockdown-Essentials Only
Delhi,Delhi,110027,Lockdown-Essentials Only
Delhi,Delhi,110028,Lockdown-Essentials Only
Delhi,Delhi,110029,Lockdown-Essentials Only
Delhi,Delhi,110030,Lockdown-Essentials Only
Delhi,Delhi,110031,Lockdown-Essentials Only
Delhi,Delhi,110032,Lockdown-Essentials Only
Delhi,Delhi,110033,Lockdown-Essentials Only
Delhi,Delhi,110034,Lockdown-Essentials Only
Delhi,Delhi,110035,Lockdown-Essentials Only
Delhi,Delhi,110036,Lockdown-Essentials Only
Delhi,Delhi,110037,Lockdown-Essentials Only
Delhi,Delhi,110038,Lockdown-Essentials Only
Delhi,Delhi,110039,Lockdown-Essentials Only
Delhi,Delhi,110040,Lockdown-Essentials Only
Delhi,Delhi,110041,Lockdown-Essentials Only
Delhi,Delhi,110042,Lockdown-Essentials Only
Delhi,Delhi,110043,Lockdown-Essentials Only
Delhi,Delhi,110044,Lockdown-Essentials Only
Delhi,Delhi,110045,Lockdown-Essentials Only
Delhi,Delhi,110046,Lockdown-Essentials Only
Delhi,Delhi,110047,Lockdown-Essentials Only
Delhi,Delhi,110048,Lockdown-Essentials Only
Delhi,Delhi,110049,Lockdown-Essentials Only
Delhi,Delhi,110050,Lockdown-Essentials Only
Delhi,Delhi,110051,Lockdown-Essentials Only
Delhi,Delhi,110052,Lockdown-Essentials Only
Delhi,Delhi,110053,Lockdown-Essentials Only
Delhi,Delhi,110054,Lockdown-Essentials Only
Delhi,Delhi,110055,Lockdown-Essentials Only
Delhi,Delhi,110056,Lockdown-Essentials Only
Delhi,Delhi,110057,Lockdown-Essentials Only
Delhi,Delhi,110058,Lockdown-Essentials Only
Delhi,Delhi,110059,Lockdown-Essentials Only
Delhi,Delhi,110060,Lockdown-Essentials Only
Delhi,Delhi,110061,Lockdown-Essentials Only
Delhi,Delhi,110062,Lockdown-Essentials Only
Delhi,Delhi,110063,Lockdown-Essentials Only
Delhi,Delhi,110064,Lockdown-Essentials Only
Delhi,Delhi,110065,Lockdown-Essentials Only
Delhi,Delhi,110066,Lockdown-Essentials Only
Delhi,Delhi,110067,Lockdown-Essentials Only
Delhi,Delhi,110068,Lockdown-Essentials Only
Delhi,Delhi,110069,Lockdown-Essentials Only
Delhi,Delhi,110070,Lockdown-Essentials Only
Delhi,Delhi,110071,Lockdown-Essentials Only
Delhi,Delhi,110072,Lockdown-Essentials Only
Delhi,Delhi,110073,Lockdown-Essentials Only
Delhi,Delhi,110074,Lockdown-Essentials Only
Delhi,Delhi,110075,Lockdown-Essentials Only
Delhi,Delhi,110076,Lockdown-Essentials Only
Delhi,Delhi,110077,Lockdown-Essentials Only
Delhi,Delhi,110078,Lockdown-Essentials Only
Delhi,Delhi,110079,Lockdown-Essentials Only
Delhi,Delhi,110080,Lockdown-Essentials Only
Delhi,Delhi,110081,Lockdown-Essentials Only
Delhi,Delhi,110082,Lockdown-Essentials Only
Delhi,Delhi,110083,Lockdown-Essentials Only
Delhi,Delhi,110084,Lockdown-Essentials Only
Delhi,Delhi,110085,Lockdown-Essentials Only
Delhi,Delhi,110086,Lockdown-Essentials Only
Delhi,Delhi,110087,Lockdown-Essentials Only
Delhi,Delhi,110088,Lockdown-Essentials Only
Delhi,Delhi,110089,Lockdown-Essentials Only
Delhi,Delhi,110090,Lockdown-Essentials Only
Delhi,Delhi,110091,Lockdown-Essentials Only
Delhi,Delhi,110092,Lockdown-Essentials Only
Delhi,Delhi,110093,Lockdown-Essentials Only
Delhi,Delhi,110094,Lockdown-Essentials Only
Delhi,Delhi,110095,Lockdown-Essentials Only
Delhi,Delhi,110096,Lockdown-Essentials Only
Delhi,Delhi,110097,Lockdown-Essentials Only
Delhi,Delhi,110098,Lockdown-Essentials Only
Delhi,Delhi,110100,Lockdown-Essentials Only
Delhi,Delhi,110101,Lockdown-Essentials Only
Delhi,Delhi,110102,Lockdown-Essentials Only
Delhi,Delhi,110103,Lockdown-Essentials Only
Delhi,Delhi,110104,Lockdown-Essentials Only
Delhi,Delhi,110105,Lockdown-Essentials Only
Delhi,Delhi,110106,Lockdown-Essentials Only
Delhi,Delhi,110107,Lockdown-Essentials Only
Delhi,Delhi,110108,Lockdown-Essentials Only
Delhi,Delhi,110109,Lockdown-Essentials Only
Delhi,Delhi,110110,Lockdown-Essentials Only
Delhi,Delhi,110112,Lockdown-Essentials Only
Delhi,Delhi,110113,Lockdown-Essentials Only
Delhi,Delhi,110114,Lockdown-Essentials Only
Delhi,Delhi,110115,Lockdown-Essentials Only
Delhi,Delhi,110116,Lockdown-Essentials Only
Delhi,Delhi,110117,Lockdown-Essentials Only
Delhi,Delhi,110118,Lockdown-Essentials Only
Delhi,Delhi,110119,Lockdown-Essentials Only
Delhi,Delhi,110120,Lockdown-Essentials Only
Delhi,Delhi,110121,Lockdown-Essentials Only
Delhi,Delhi,110122,Lockdown-Essentials Only
Delhi,Delhi,110124,Lockdown-Essentials Only
Delhi,Delhi,110125,Lockdown-Essentials Only
Delhi,Delhi,110301,Lockdown-Essentials Only
Delhi,Delhi,110302,Lockdown-Essentials Only
Delhi,Delhi,110401,Lockdown-Essentials Only
Delhi,Delhi,110402,Lockdown-Essentials Only
Delhi,Delhi,110403,Lockdown-Essentials Only
Delhi,Delhi,110501,Lockdown-Essentials Only
Delhi,Delhi,110502,Lockdown-Essentials Only
Delhi,Delhi,110503,Lockdown-Essentials Only
Delhi,Delhi,110504,Lockdown-Essentials Only
Delhi,Delhi,110505,Lockdown-Essentials Only
Delhi,Delhi,110506,Lockdown-Essentials Only
Delhi,Delhi,110507,Lockdown-Essentials Only
Delhi,Delhi,110508,Lockdown-Essentials Only
Delhi,Delhi,110509,Lockdown-Essentials Only
Delhi,Delhi,110510,Lockdown-Essentials Only
Delhi,Delhi,110511,Lockdown-Essentials Only
Delhi,Delhi,110512,Lockdown-Essentials Only
Delhi,Delhi,110601,Lockdown-Essentials Only
Delhi,Delhi,110602,Lockdown-Essentials Only
Delhi,Delhi,110603,Lockdown-Essentials Only
Delhi,Delhi,110604,Lockdown-Essentials Only
Delhi,Delhi,110605,Lockdown-Essentials Only
Delhi,Delhi,110606,Lockdown-Essentials Only
Delhi,Delhi,110607,Lockdown-Essentials Only
Delhi,Delhi,110608,Lockdown-Essentials Only
Delhi,Delhi,110609,Lockdown-Essentials Only
Delhi,Delhi,111112,Lockdown-Essentials Only
Delhi,Delhi,111120,Lockdown-Essentials Only
Faridabad,Haryana,121000,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121001,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121002,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121003,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121004,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121005,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121006,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121007,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121008,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121009,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121010,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121011,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121012,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121013,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121015,Lockdown (Weekends)-All Goods Allowed
Faridabad,Haryana,121101,Lockdown (Weekends)-All Goods Allowed
Palwal,Haryana,121102,Lockdown (Weekends)-All Goods Allowed
Palwal,Haryana,121103,Lockdown (Weekends)-All Goods Allowed
Palwal,Haryana,121105,Lockdown (Weekends)-All Goods Allowed
Hodal,Haryana,121106,Lockdown (Weekends)-All Goods Allowed
Hodal,Haryana,121107,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122000,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122001,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122002,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122003,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122004,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122005,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122006,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122007,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122008,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122009,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122010,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122011,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122012,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122013,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122014,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122015,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122016,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122017,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122018,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122019,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122021,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122022,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122050,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122051,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122052,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122055,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122100,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122101,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122102,Lockdown (Weekends)-All Goods Allowed
Sohna,Haryana,122103,Lockdown (Weekends)-All Goods Allowed
Nuh,Haryana,122104,Lockdown (Weekends)-All Goods Allowed
Sohna,Haryana,122105,Lockdown (Weekends)-All Goods Allowed
Bhiwadi,Rajasthan,122106,Lockdown-Essentials Only
Nuh,Haryana,122107,Lockdown (Weekends)-All Goods Allowed
Nuh,Haryana,122108,Lockdown (Weekends)-All Goods Allowed
Bhiwadi,Rajasthan,122110,Lockdown-Essentials Only
Gurgaon,Haryana,122203,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122204,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122206,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122207,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122208,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122209,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122210,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122211,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122213,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122214,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122215,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122216,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122217,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122218,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122219,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122220,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122223,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122224,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122225,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122226,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122227,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122228,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122229,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122230,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122231,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122232,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122233,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122234,Lockdown (Weekends)-All Goods Allowed
Pataudi,Haryana,122413,Lockdown (Weekends)-All Goods Allowed
Pataudi,Haryana,122414,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,122502,Lockdown (Weekends)-All Goods Allowed
Pataudi,Haryana,122503,Lockdown (Weekends)-All Goods Allowed
Pataudi,Haryana,122504,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,122505,Lockdown (Weekends)-All Goods Allowed
Pataudi,Haryana,122506,Lockdown (Weekends)-All Goods Allowed
Hodal,Haryana,122508,Lockdown (Weekends)-All Goods Allowed
Narnaul,Haryana,123001,Lockdown (Weekends)-All Goods Allowed
Pataudi,Haryana,123003,Lockdown (Weekends)-All Goods Allowed
Narnaul,Haryana,123021,Lockdown (Weekends)-All Goods Allowed
Narnaul,Haryana,123023,Lockdown (Weekends)-All Goods Allowed
Loharu,Haryana,123024,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123027,Lockdown (Weekends)-All Goods Allowed
Narnaul,Haryana,123028,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123029,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123034,Lockdown (Weekends)-All Goods Allowed
Pataudi,Haryana,123035,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123101,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123102,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123103,Lockdown (Weekends)-All Goods Allowed
Bhiwadi,Haryana,123106,Lockdown-Essentials Only
Pataudi,Haryana,123110,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123301,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123302,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123303,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123401,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123411,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123412,Lockdown (Weekends)-All Goods Allowed
Pataudi,Haryana,123413,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123414,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123501,Lockdown (Weekends)-All Goods Allowed
Rewari,Haryana,123502,Lockdown (Weekends)-All Goods Allowed
Pataudi,Haryana,123504,Lockdown (Weekends)-All Goods Allowed
Gurgaon,Haryana,123505,Lockdown (Weekends)-All Goods Allowed
Rohtak,Haryana,124001,Lockdown (Weekends)-All Goods Allowed
Rohtak,Haryana,124010,Lockdown (Weekends)-All Goods Allowed
Rohtak,Haryana,124021,Lockdown (Weekends)-All Goods Allowed
Meham,Haryana,124022,Lockdown (Weekends)-All Goods Allowed
Jhajjar,Haryana,124101,Lockdown (Weekends)-All Goods Allowed
Jhajjar,Haryana,124102,Lockdown (Weekends)-All Goods Allowed
Jhajjar,Haryana,124103,Lockdown (Weekends)-All Goods Allowed
Jhajjar,Haryana,124104,Lockdown (Weekends)-All Goods Allowed
Jhajjar,Haryana,124105,Lockdown (Weekends)-All Goods Allowed
Charkhi Dadri,Haryana,124106,Lockdown (Weekends)-All Goods Allowed
Jhajjar,Haryana,124107,Lockdown (Weekends)-All Goods Allowed
Pataudi,Haryana,124108,Lockdown (Weekends)-All Goods Allowed
Jhajjar,Haryana,124109,Lockdown (Weekends)-All Goods Allowed
Meham,Haryana,124111,Lockdown (Weekends)-All Goods Allowed
Meham,Haryana,124112,Lockdown (Weekends)-All Goods Allowed
Rohtak,Haryana,124113,Lockdown (Weekends)-All Goods Allowed
Meham,Haryana,124127,Lockdown (Weekends)-All Goods Allowed
Charkhi Dadri,Haryana,124141,Lockdown (Weekends)-All Goods Allowed
Charkhi Dadri,Haryana,124142,Lockdown (Weekends)-All Goods Allowed
Jhajjar,Haryana,124201,Lockdown (Weekends)-All Goods Allowed
Jhajjar,Haryana,124202,Lockdown (Weekends)-All Goods Allowed
Rohtak,Haryana,124303,Lockdown (Weekends)-All Goods Allowed
Rohtak,Haryana,124401,Lockdown (Weekends)-All Goods Allowed
Bahadurgarh,Haryana,124404,Lockdown (Weekends)-All Goods Allowed
Rohtak,Haryana,124406,Lockdown (Weekends)-All Goods Allowed
Rohtak,Haryana,124411,Lockdown (Weekends)-All Goods Allowed
Rohtak,Haryana,124412,Lockdown (Weekends)-All Goods Allowed
Bahadurgarh,Haryana,124501,Lockdown (Weekends)-All Goods Allowed
Jhajjar,Haryana,124504,Lockdown (Weekends)-All Goods Allowed
Bahadurgarh,Haryana,124505,Lockdown (Weekends)-All Goods Allowed
Bahadurgarh,Haryana,124506,Lockdown (Weekends)-All Goods Allowed
Bahadurgarh,Haryana,124507,Lockdown (Weekends)-All Goods Allowed
Bahadurgarh,Haryana,124508,Lockdown (Weekends)-All Goods Allowed
Meham,Haryana,124513,Lockdown (Weekends)-All Goods Allowed
Meham,Haryana,124514,Lockdown (Weekends)-All Goods Allowed
Hisar,Haryana,125001,Lockdown (Weekends)-All Goods Allowed
Hisar,Haryana,125002,Lockdown (Weekends)-All Goods Allowed
Hisar,Haryana,125003,Lockdown (Weekends)-All Goods Allowed
Hisar,Haryana,125004,Lockdown (Weekends)-All Goods Allowed
Hisar,Haryana,125005,Lockdown (Weekends)-All Goods Allowed
Hisar,Haryana,125006,Lockdown (Weekends)-All Goods Allowed
Hisar,Haryana,125007,Lockdown (Weekends)-All Goods Allowed
Hisar,Haryana,125011,Lockdown (Weekends)-All Goods Allowed
Bhiwani,Haryana,125021,Lockdown (Weekends)-All Goods Allowed
Hansi,Haryana,125033,Lockdown (Weekends)-All Goods Allowed
Hansi,Haryana,125037,Lockdown (Weekends)-All Goods Allowed
Jind,Haryana,125038,Lockdown (Weekends)-All Goods Allowed
Jind,Haryana,125039,Lockdown (Weekends)-All Goods Allowed
Meham,Haryana,125042,Lockdown (Weekends)-All Goods Allowed
Hisar,Haryana,125044,Lockdown (Weekends)-All Goods Allowed
Hisar,Haryana,125047,Lockdown (Weekends)-All Goods Allowed
Fatehabad,Haryana,125048,Lockdown (Weekends)-All Goods Allowed
Hansi,Haryana,125049,Lockdown (Weekends)-All Goods Allowed
Fatehabad,Haryana,125050,Lockdown (Weekends)-All Goods Allowed
Ratia,Haryana,125051,Lockdown (Weekends)-All Goods Allowed
Hisar,Haryana,125052,Lockdown (Weekends)-All Goods Allowed
Fatehabad,Haryana,125053,Lockdown (Weekends)-All Goods Allowed
Sirsa,Haryana,125054,Lockdown (Weekends)-All Goods Allowed
Sirsa,Haryana,125055,Lockdown (Weekends)-All Goods Allowed
Sirsa,Haryana,125056,Lockdown (Weekends)-All Goods Allowed
Fatehabad,Haryana,125058,Lockdown (Weekends)-All Goods Allowed
Sirsa,Haryana,125060,Lockdown (Weekends)-All Goods Allowed
Ellenabad,Haryana,125075,Lockdown (Weekends)-All Goods Allowed
Sirsa,Haryana,125076,Lockdown (Weekends)-All Goods Allowed
Kalanwali,Haryana,125077,Lockdown (Weekends)-All Goods Allowed
Kalanwali,Haryana,125078,Lockdown (Weekends)-All Goods Allowed
Sangaria,Haryana,125101,Temporarily Non Operational
Ellenabad,Haryana,125102,Lockdown (Weekends)-All Goods Allowed
Kalanwali,Haryana,125103,Lockdown (Weekends)-All Goods Allowed
Mandi Dabwali,Haryana,125104,Lockdown (Weekends)-All Goods Allowed
Ratia,Haryana,125106,Lockdown (Weekends)-All Goods Allowed
Sirsa,Haryana,125110,Lockdown (Weekends)-All Goods Allowed
Bhuna,Haryana,125111,Lockdown (Weekends)-All Goods Allowed
Bhuna,Haryana,125112,Lockdown (Weekends)-All Goods Allowed
Bhuna,Haryana,125113,Lockdown (Weekends)-All Goods Allowed
Ratia,Haryana,125133,Lockdown (Weekends)-All Goods Allowed
Kalanwali,Haryana,125201,Lockdown (Weekends)-All Goods Allowed
Meham,Haryana,126101,Lockdown (Weekends)-All Goods Allowed
Jind,Haryana,126102,Lockdown (Weekends)-All Goods Allowed
Jind,Haryana,126110,Lockdown (Weekends)-All Goods Allowed
Assandh,Haryana,126111,Lockdown (Weekends)-All Goods Allowed
Safidon,Haryana,126112,Lockdown (Weekends)-All Goods Allowed
Jind,Haryana,126113,Lockdown (Weekends)-All Goods Allowed
Jind,Haryana,126114,Lockdown (Weekends)-All Goods Allowed
Jind,Haryana,126115,Lockdown (Weekends)-All Goods Allowed
Narwana,Haryana,126116,Lockdown (Weekends)-All Goods Allowed
Jind,Haryana,126125,Lockdown (Weekends)-All Goods Allowed
Narwana,Haryana,126152,Lockdown (Weekends)-All Goods Allowed
Bhiwani,Haryana,127021,Lockdown (Weekends)-All Goods Allowed
Charkhi Dadri,Haryana,127022,Lockdown (Weekends)-All Goods Allowed
Charkhi Dadri,Haryana,127025,Lockdown (Weekends)-All Goods Allowed
Charkhi Dadri,Haryana,127026,Lockdown (Weekends)-All Goods Allowed
Meham,Haryana,127027,Lockdown (Weekends)-All Goods Allowed
Bahal,Haryana,127028,Lockdown (Weekends)-All Goods Allowed
Bahal,Haryana,127029,Lockdown (Weekends)-All Goods Allowed
Loharu,Haryana,127030,Lockdown (Weekends)-All Goods Allowed
Bhiwani,Haryana,127031,Lockdown (Weekends)-All Goods Allowed
Bhiwani,Haryana,127032,Lockdown (Weekends)-All Goods Allowed
Hansi,Haryana,127035,Lockdown (Weekends)-All Goods Allowed
Siwani,Haryana,127040,Lockdown (Weekends)-All Goods Allowed
Meham,Haryana,127041,Lockdown (Weekends)-All Goods Allowed
Charkhi Dadri,Haryana,127042,Lockdown (Weekends)-All Goods Allowed
Siwani,Haryana,127043,Lockdown (Weekends)-All Goods Allowed
Siwani,Haryana,127045,Lockdown (Weekends)-All Goods Allowed
Siwani,Haryana,127046,Lockdown (Weekends)-All Goods Allowed
Bhiwani,Haryana,127111,Lockdown (Weekends)-All Goods Allowed
Bhiwani,Haryana,127114,Lockdown (Weekends)-All Goods Allowed
Loharu,Haryana,127201,Lockdown (Weekends)-All Goods Allowed
Charkhi Dadri,Haryana,127306,Lockdown (Weekends)-All Goods Allowed
Charkhi Dadri,Haryana,127307,Lockdown (Weekends)-All Goods Allowed
Loharu,Haryana,127308,Lockdown (Weekends)-All Goods Allowed
Bhiwani,Haryana,127309,Lockdown (Weekends)-All Goods Allowed
Charkhi Dadri,Haryana,127310,Lockdown (Weekends)-All Goods Allowed
Bhiwani,Haryana,127311,Lockdown (Weekends)-All Goods Allowed
Sonipat,Haryana,131001,Lockdown (Weekends)-All Goods Allowed
Sonipat,Haryana,131021,Lockdown (Weekends)-All Goods Allowed
Sonipat,Haryana,131022,Lockdown (Weekends)-All Goods Allowed
Sonipat,Haryana,131023,Lockdown (Weekends)-All Goods Allowed
Sonipat,Haryana,131024,Lockdown (Weekends)-All Goods Allowed
Sonipat,Haryana,131027,Lockdown (Weekends)-All Goods Allowed
Sonipat,Haryana,131028,Lockdown (Weekends)-All Goods Allowed
Sonipat,Haryana,131029,Lockdown (Weekends)-All Goods Allowed
Sonipat,Haryana,131030,Lockdown (Weekends)-All Goods Allowed
Sonipat,Haryana,131039,Lockdown (Weekends)-All Goods Allowed
Samalkha,Haryana,131101,Lockdown (Weekends)-All Goods Allowed
Sonipat,Haryana,131102,Lockdown (Weekends)-All Goods Allowed
Sonipat,Haryana,131103,Lockdown (Weekends)-All Goods Allowed
Gohana,Haryana,131301,Lockdown (Weekends)-All Goods Allowed
Gohana,Haryana,131302,Lockdown (Weekends)-All Goods Allowed
Gohana,Haryana,131304,Lockdown (Weekends)-All Goods Allowed
Gohana,Haryana,131305,Lockdown (Weekends)-All Goods Allowed
Sonipat,Haryana,131402,Lockdown (Weekends)-All Goods Allowed
Sonipat,Haryana,131403,Lockdown (Weekends)-All Goods Allowed
Karnal,Haryana,132001,Lockdown (Weekends)-All Goods Allowed
Karnal,Haryana,132022,Lockdown (Weekends)-All Goods Allowed
Karnal,Haryana,132023,Lockdown (Weekends)-All Goods Allowed
Karnal,Haryana,132024,Lockdown (Weekends)-All Goods Allowed
Kaithal,Haryana,132026,Lockdown (Weekends)-All Goods Allowed
Karnal,Haryana,132036,Lockdown (Weekends)-All Goods Allowed
Karnal,Haryana,132037,Lockdown (Weekends)-All Goods Allowed
Assandh,Haryana,132039,Lockdown (Weekends)-All Goods Allowed
Karnal,Haryana,132041,Lockdown (Weekends)-All Goods Allowed
Assandh,Haryana,132046,Lockdown (Weekends)-All Goods Allowed
Karnal,Haryana,132054,Lockdown (Weekends)-All Goods Allowed
Samalkha,Haryana,132101,Lockdown (Weekends)-All Goods Allowed
Samalkha,Haryana,132102,Lockdown (Weekends)-All Goods Allowed
Panipat,Haryana,132103,Lockdown (Weekends)-All Goods Allowed
Panipat,Haryana,132104,Lockdown (Weekends)-All Goods Allowed
Panipat,Haryana,132105,Lockdown (Weekends)-All Goods Allowed
Panipat,Haryana,132106,Lockdown (Weekends)-All Goods Allowed
Safidon,Haryana,132107,Lockdown (Weekends)-All Goods Allowed
Panipat,Haryana,132108,Lockdown (Weekends)-All Goods Allowed
Panipat,Haryana,132110,Lockdown (Weekends)-All Goods Allowed
Safidon,Haryana,132113,Lockdown (Weekends)-All Goods Allowed
Karnal,Haryana,132114,Lockdown (Weekends)-All Goods Allowed
Samalkha,Haryana,132115,Lockdown (Weekends)-All Goods Allowed
Karnal,Haryana,132116,Lockdown (Weekends)-All Goods Allowed
Karnal,Haryana,132117,Lockdown (Weekends)-All Goods Allowed
Kurukshetra,Haryana,132118,Lockdown (Weekends)-All Goods Allowed
Samalkha,Haryana,132122,Lockdown (Weekends)-All Goods Allowed
Karnal,Haryana,132123,Lockdown (Weekends)-All Goods Allowed
Panipat,Haryana,132140,Lockdown (Weekends)-All Goods Allowed
Panipat,Haryana,132145,Lockdown (Weekends)-All Goods Allowed
Panipat,Haryana,132151,Lockdown (Weekends)-All Goods Allowed
Kurukshetra,Haryana,132157,Lockdown (Weekends)-All Goods Allowed
Ambala,Haryana,133001,Lockdown (Weekends)-All Goods Allowed
Ambala,Haryana,133002,Lockdown (Weekends)-All Goods Allowed
